,brand,year,mileage,price(USD)
2737,Toyota,2012,35000,5247.0
2738,SEAT,2012,150000,5247.0
2739,Dacia,2012,93000,5296.5
2740,Opel,2013,95000,5939.01
2741,SEAT,2013,69500,5939.01
2742,Volkswagen,2013,157260,5940.0
2743,SEAT,2013,113000,5940.0
2744,Fiat,2013,88546,5940.0
2745,Opel,2013,87000,5940.0
2746,Kia,2013,113000,5940.0
2747,Audi,2013,306809,6038.01
2748,Mercedes-Benz,2013,130000,6137.01
2749,Mercedes-Benz,2013,126000,6137.01
2750,Volkswagen,2013,100751,6187.5
2751,Hyundai,2013,40200,6227.1
2752,Opel,2013,248521,6227.1
2753,Hyundai,2013,65200,6237.0
2754,Citroen,2013,174396,6237.0
2755,Peugeot,2013,230000,6336.0
2756,BMW,2013,167000,6336.0
2757,Fiat,2013,103992,6336.0
2758,Skoda,2013,93000,6336.0
2759,Citroen,2013,119000,6415.2
2760,Opel,2014,59853,6435.0
2761,smart,2014,43950,6435.0
2762,smart,2014,64000,6435.0
2763,Opel,2014,275000,6435.0
2764,Opel,2014,36600,6435.0
2765,Nissan,2014,67000,6435.0
2766,Opel,2014,153000,6435.0
2767,Kia,2014,87432,6435.0
2768,Renault,2014,92000,6533.01
2769,Ford,2014,47000,6534.0
2770,smart,2014,43000,6534.0
2771,smart,2014,43000,6534.0
2772,smart,2014,43000,6534.0
2773,Renault,2014,68991,6534.0
2774,Ford,2014,60600,6632.01
2775,Renault,2014,147150,6633.0
2776,smart,2014,67945,6633.0
2777,Ford,2014,40000,6633.0
2778,Peugeot,2014,78950,6633.0
2779,smart,2014,73000,6633.0
2780,Renault,2015,90000,6831.0
2781,Opel,2015,90000,6831.0
2782,Fiat,2015,61500,6831.0
2783,Toyota,2015,80000,6831.0
2784,Mazda,2015,43900,6831.0
2785,Ford,2015,50000,6831.0
2786,Citroen,2015,82600,6831.0
2787,Dacia,2015,76516,6831.0
2788,Ford,2015,55700,6831.0
2789,smart,2015,144000,6831.0
2790,Renault,2015,53915,6831.0
2791,Kia,2015,60000,6920.1
2792,Renault,2015,28000,6920.1
2793,Nissan,2015,74900,6920.1
2794,Renault,2015,55436,6929.01
2795,Opel,2015,97400,6929.01
2796,Opel,2015,52000,6929.01
2797,Kia,2015,77000,6929.01
2798,Volkswagen,2015,223510,6929.01
2799,Fiat,2015,48200,6930.0
2800,Renault,2016,41000,6385.5
2801,Skoda,2016,62000,6415.2
2802,Toyota,2016,61220,6415.2
2803,Opel,2016,118941,6425.1
2804,Opel,2016,34125,6425.1
2805,Volkswagen,2016,74400,6425.1
2806,Dacia,2016,112000,6434.01
2807,Ford,2016,142000,6435.0
2808,SEAT,2016,42240,6514.2
2809,SEAT,2016,42698,6524.1
2810,Skoda,2016,15800,6593.4
2811,Renault,2016,46900,6623.1
2812,Renault,2016,75000,6633.0
2813,Skoda,2016,52000,6633.0
2814,Renault,2016,38500,6633.0
2815,Fiat,2016,28861,6682.5
2816,Ford,2016,42000,6682.5
2817,Renault,2016,26200,6682.5
2818,Nissan,2016,38000,6682.5
2819,Ford,2016,55600,6712.2
2820,Opel,2017,6700,25740.0
2821,BMW,2017,51201,26423.1
2822,Volvo,2017,98000,26531.01
2823,Audi,2017,95000,26631.0
2824,BMW,2017,65500,27353.7
2825,BMW,2017,68744,27670.5
2826,Audi,2017,35066,27918.0
2827,BMW,2017,94351,28571.4
2828,BMW,2017,37704,28571.4
2829,Volkswagen,2017,39658,28660.5
2830,Mercedes-Benz,2017,133000,28709.01
2831,BMW,2017,65450,29254.5
2832,BMW,2017,33180,29462.4
2833,BMW,2017,93415,29620.8
2834,BMW,2017,58112,29630.7
2835,MINI,2017,21322,29690.1
2836,Mercedes-Benz,2017,70000,29699.01
2837,Mercedes-Benz,2017,84000,29699.01
2838,Audi,2017,200000,29699.01
2839,BMW,2017,70315,30640.5
2840,Volvo,2018,165000,19799.01
2841,Opel,2018,19900,19799.01
2842,BMW,2018,142485,20611.8
2843,Baic,2018,25,20691.0
2844,BMW,2018,84291,21186.0
2845,Skoda,2018,111390,21681.0
2846,Volkswagen,2018,60498,21760.2
2847,Audi,2018,88807,22205.7
2848,BMW,2018,54964,22463.1
2849,SEAT,2018,16500,22463.1
2850,Audi,2018,67956,22601.7
2851,BMW,2018,25755,22631.4
2852,BMW,2018,13800,22671.0
2853,Volvo,2018,23100,22671.0
2854,Volkswagen,2018,54216,22700.7
2855,Opel,2018,20000,22760.1
2856,BMW,2018,54086,23195.7
2857,Mercedes-Benz,2018,26400,23205.6
2858,Skoda,2018,144777,23364.0
2859,Audi,2018,22825,23364.0
2860,Mazda,2019,8205,27126.0
2861,Ford,2019,27944,27501.21
2862,Mercedes-Benz,2019,48000,27719.01
2863,BMW,2019,73064,28116.0
2864,Toyota,2019,13481,28215.0
2865,Mercedes-Benz,2019,22000,28511.01
2866,Toyota,2019,12175,28611.0
2867,Opel,2019,13500,28660.5
2868,Ford,2019,14522,28690.2
2869,Mercedes-Benz,2019,79000,28709.01
2870,Ford,2019,14827,28848.6
2871,Volkswagen,2019,13661,29165.4
2872,Ford,2019,38513,29481.21
2873,BMW,2019,56664,29502.0
2874,BMW,2019,49906,29561.4
2875,Ford,2019,18594,29601.0
2876,Ford,2019,12615,29601.0
2877,Ford,2019,11500,29690.1
2878,BMW,2019,17800,30591.0
2879,Opel,2019,636,30591.0
2880,Volkswagen,2020,7941,46380.51
2881,BMW,2020,17600,46431.0
2882,Opel,2020,2000,47015.1
2883,BMW,2020,26400,47421.0
2884,Volkswagen,2020,8000,47469.51
2885,Jeep,2020,12058,47510.1
2886,Land,2020,4257,48500.1
2887,BMW,2020,22300,49401.0
2888,BMW,2020,4100,49450.5
2889,Jeep,2020,10,51955.2
2890,Land,2020,12000,52816.5
2891,Jeep,2020,10,55935.0
2892,Land,2020,5031,56321.1
2893,BMW,2020,13600,59301.0
2894,Toyota,2020,1950,59301.0
2895,Volkswagen,2020,9883,59360.4
2896,Ford,2020,5000,59390.1
2897,BMW,2020,15500,60885.0
2898,Jaguar,2020,15,61667.1
2899,Land,2020,2765,66280.5
2900,Lexus,2021,1,48490.2
2901,BMW,2021,2297,49232.7
2902,BMW,2021,10000,56717.1
2903,Skoda,2021,1500,56885.4
2904,Land,2021,23,59399.01
2905,Volkswagen,2021,1778,60291.0
2906,Land,2021,1110,69290.1
2907,Land,2021,10,74141.1
2908,Jaguar,2021,2500,74240.1
2909,Land,2021,0,79199.01
2910,Land,2021,4592,94049.01
2911,Audi,2021,876,104939.01
2912,BMW,2021,4909,140797.8
2913,Porsche,2021,1001,235501.2
2914,Kia,2021,5,11375.1
2915,Kia,2021,5,11375.1
2916,Kia,2021,5,11375.1
2917,Kia,2021,8,11682.0
2918,Kia,2021,15,12860.1
2919,Kia,2021,279,13058.1
2920,SEAT,2011,189000,6425.1
2921,Opel,2011,93903,6425.1
2922,Citroen,2011,56118,6425.1
2923,Opel,2011,171330,6433.0199999999995
2924,BMW,2011,129207,6435.0
2925,Mazda,2011,82000,6435.0
2926,Fiat,2011,88200,6435.0
2927,Volkswagen,2011,83118,6435.0
2928,Renault,2011,108150,6435.0
2929,Renault,2011,144000,6435.0
2930,Volkswagen,2011,87300,6435.0
2931,Skoda,2011,48595,6484.5
2932,Ford,2011,180000,6484.5
2933,Volkswagen,2011,78300,6524.1
2934,Volkswagen,2011,157800,6599.34
2935,smart,2011,64100,6599.34
2936,Renault,2011,141493,6623.1
2937,Opel,2011,94199,6623.1
2938,Skoda,2011,185000,6623.1
2939,Fiat,2011,77000,6633.0
2940,Kia,2012,92680,6929.01
2941,Volkswagen,2012,47000,6929.01
2942,Honda,2012,45000,6929.01
2943,Volkswagen,2012,197000,6930.0
2944,Volkswagen,2012,108000,7128.0
2945,Volkswagen,2012,267946,7128.0
2946,Hyundai,2012,81500,7217.1
2947,Kia,2012,92680,7227.0
2948,Fiat,2012,61100,7227.0
2949,Opel,2012,173250,7316.1
2950,MINI,2012,109963,7319.07
2951,Skoda,2012,122000,7326.0
2952,Citroen,2012,101580,7375.5
2953,Fiat,2012,69000,7375.5
2954,Skoda,2012,191500,7415.1
2955,Volkswagen,2012,179600,7424.01
2956,Mercedes-Benz,2012,224000,7424.01
2957,Citroen,2012,100793,7425.0
2958,Volkswagen,2012,105000,7425.0
2959,Hyundai,2012,144700,7425.0
2960,Renault,2013,70000,8217.0
2961,Kia,2013,79200,8217.0
2962,Volkswagen,2013,135000,8286.3
2963,Ford,2013,60000,8363.52
2964,Toyota,2013,136450,8365.5
2965,Renault,2013,82000,8365.5
2966,Volvo,2013,173000,8405.1
2967,Skoda,2013,49730,8405.1
2968,Hyundai,2013,130029,8405.1
2969,Opel,2013,99100,8414.01
2970,Volkswagen,2013,123381,8415.0
2971,Skoda,2013,72000,8415.0
2972,Volkswagen,2013,266350,8415.0
2973,Ford,2013,99576,8415.0
2974,Ford,2013,166831,8415.0
2975,Volkswagen,2013,176000,8464.5
2976,Dacia,2013,80000,8563.5
2977,BMW,2013,219000,8613.0
2978,Fiat,2013,36300,8662.5
2979,SEAT,2013,101000,8662.5
2980,Skoda,2014,92750,8662.5
2981,Alfa,2014,80000,8662.5
2982,Suzuki,2014,130845,8712.0
2983,Volkswagen,2014,29400,8761.5
2984,Citroen,2014,112000,8799.12
2985,Opel,2014,235000,8801.1
2986,Ford,2014,110000,8811.0
2987,Ford,2014,160000,8811.0
2988,Volkswagen,2014,45000,8811.0
2989,Ford,2014,64000,8860.5
2990,Nissan,2014,69000,8860.5
2991,Citroen,2014,125400,8860.5
2992,Citroen,2014,73698,8890.2
2993,Renault,2014,109600,8900.1
2994,Honda,2014,83141,8900.1
2995,Opel,2014,99000,8900.1
2996,SEAT,2014,116000,8900.1
2997,Volkswagen,2015,84000,9306.0
2998,Opel,2015,73500,9306.0
2999,Renault,2015,66189,9345.6
3000,SEAT,2015,112935,9354.51
3001,Toyota,2015,50150,9355.5
3002,Ford,2015,87155,9355.5
3003,Hyundai,2015,60340,9375.3
3004,Skoda,2015,175500,9405.0
3005,Renault,2015,48000,9479.25
3006,Opel,2015,92779,9494.1
3007,SEAT,2015,120760,9504.0
3008,Skoda,2015,93000,9553.5
3009,Toyota,2015,114000,9593.1
3010,Volkswagen,2015,64816,9593.1
3011,Skoda,2015,71700,9652.5
3012,Volkswagen,2015,91000,9702.0
3013,Opel,2015,49990,9702.0
3014,Kia,2015,47560,9741.6
3015,Opel,2015,150000,9751.5
3016,Volkswagen,2015,199990,9771.3
3017,Skoda,2016,60702,8801.1
3018,Opel,2016,43267,8860.5
3019,Toyota,2016,48000,8860.5
3020,Toyota,2016,36300,8860.5
3021,Dacia,2016,52410,8885.25
3022,Hyundai,2016,44938,8890.2
3023,Peugeot,2016,31945,8890.2
3024,Hyundai,2016,40000,8890.2
3025,Skoda,2016,85000,8900.1
3026,Citroen,2016,104482,8900.1
3027,Nissan,2016,82486,8900.1
3028,Toyota,2016,50790,8900.1
3029,Skoda,2016,71300,8900.1
3030,Renault,2016,81000,8900.1
3031,Renault,2016,19990,8900.1
3032,Toyota,2016,73000,8900.1
3033,Citroen,2016,76675,8905.05
3034,Volkswagen,2016,34107,8905.05
3035,Citroen,2016,19321,8909.01
3036,Nissan,2016,85000,8909.01
3037,Hyundai,2017,88997,6831.0
3038,Skoda,2017,71254,6860.7
3039,Skoda,2017,71966,6860.7
3040,Fiat,2017,7890,6920.1
3041,Citroen,2017,13000,6920.1
3042,Volkswagen,2017,77355,6920.1
3043,Volkswagen,2017,62648,6920.1
3044,Volkswagen,2017,49662,6925.05
3045,Volkswagen,2017,43518,6926.04
3046,Peugeot,2017,70784,6930.0
3047,Volkswagen,2017,121417,7207.2
3048,Volkswagen,2017,51951,7217.1
3049,Volkswagen,2017,124896,7217.1
3050,Ford,2017,15000,7227.0
3051,SEAT,2017,52282,7303.23
3052,Opel,2017,77165,7304.22
3053,Volkswagen,2017,31357,7321.05
3054,Volkswagen,2017,36350,7375.5
3055,Volkswagen,2017,61150,7375.5
3056,Toyota,2017,41100,7415.1
3057,smart,2018,33200,8603.1
3058,Opel,2018,52938,8662.5
3059,Volkswagen,2018,17408,8781.3
3060,SEAT,2018,46895,8799.12
3061,Ford,2018,18300,8811.0
3062,Dacia,2018,13500,8811.0
3063,Volkswagen,2018,22700,8860.5
3064,smart,2018,19174,8890.2
3065,Ford,2018,33671,8900.1
3066,SEAT,2018,152500,8900.1
3067,Fiat,2018,29500,8909.01
3068,Volkswagen,2018,7750,8986.23
3069,Skoda,2018,157000,9108.0
3070,Opel,2018,116655,9187.2
3071,Opel,2018,148576,9187.2
3072,Volkswagen,2018,31947,9286.2
3073,Opel,2018,152462,9286.2
3074,Hyundai,2018,37842,9375.3
3075,Dacia,2018,13055,9395.1
3076,Ford,2018,39384,9395.1
3077,Dacia,2019,35400,10385.1
3078,Fiat,2019,12500,10385.1
3079,Toyota,2019,9500,10434.6
3080,Opel,2019,17900,10484.1
3081,Renault,2019,5687,10553.4
3082,Volkswagen,2019,14176,10588.05
3083,Opel,2019,7450,10682.1
3084,Opel,2019,1500,10692.0
3085,Skoda,2019,9682,10791.0
3086,Renault,2019,1250,10880.1
3087,Ford,2019,28257,10880.1
3088,Fiat,2019,3700,10880.1
3089,Hyundai,2019,10768,10880.1
3090,Opel,2019,20466,10880.1
3091,Opel,2019,21945,10880.1
3092,Peugeot,2019,53598,11172.15
3093,Kia,2019,6985,11177.1
3094,Mitsubishi,2019,21682,11187.0
3095,Toyota,2019,8200,11325.6
3096,Volkswagen,2019,54870,11334.51
3097,SEAT,2020,29780,24710.4
3098,Volkswagen,2020,8077,24720.3
3099,Ford,2020,3125,24743.07
3100,Mitsubishi,2020,11000,24744.06
3101,SEAT,2020,22000,25195.5
3102,Mazda,2020,4500,25240.05
3103,Mercedes-Benz,2020,2657,25423.2
3104,Ford,2020,9830,25492.5
3105,Ford,2020,500,25532.1
3106,Subaru,2020,20,25730.1
3107,Ford,2020,18000,25733.07
3108,Mercedes-Benz,2020,9550,26136.0
3109,Ford,2020,25523,26229.06
3110,Volkswagen,2020,7000,26334.0
3111,SEAT,2020,13062,26690.4
3112,Ford,2020,9500,26715.15
3113,Hyundai,2020,150,26720.1
3114,Ford,2020,13500,26720.1
3115,SEAT,2020,6040,27175.5
3116,Subaru,2020,25,27314.1
3117,Kia,2021,20,13533.3
3118,Mitsubishi,2021,300,13553.1
3119,Kia,2021,20,13612.5
3120,Mitsubishi,2021,60,13652.1
3121,Fiat,2021,10,13701.6
3122,Ford,2021,2500,13751.1
3123,Citroen,2021,1775,13835.25
3124,Citroen,2021,1597,13835.25
3125,Citroen,2021,1610,13835.25
3126,Citroen,2021,1650,13835.25
3127,Ford,2021,50,13842.18
3128,Ford,2021,50,13842.18
3129,Hyundai,2021,20,13850.1
3130,Citroen,2021,1525,13850.1
3131,Skoda,2021,10,14043.15
3132,Opel,2021,20,14048.1
3133,Fiat,2021,49,14048.1
3134,Toyota,2021,10,14107.5
3135,Kia,2021,50,14107.5
3136,Kia,2021,50,14107.5
3137,BMW,2011,193000,6138.0
3138,Volkswagen,2011,274000,6146.91
3139,SEAT,2011,197177,6217.2
3140,Volkswagen,2011,85251,6227.1
3141,Volkswagen,2011,119500,6236.01
3142,Opel,2011,43000,6236.01
3143,Mercedes-Benz,2011,182000,6237.0
3144,Opel,2011,99894,6237.0
3145,smart,2011,29990,6326.1
3146,BMW,2011,150000,6336.0
3147,Fiat,2011,97850,6336.0
3148,Chevrolet,2011,139000,6336.0
3149,Ford,2011,173293,6415.2
3150,Citroen,2011,36410,6425.1
3151,SEAT,2011,221000,6425.1
3152,Ford,2011,93929,6425.1
3153,Hyundai,2011,59000,6425.1
3154,Honda,2011,179800,6425.1
3155,Nissan,2011,25330,6434.01
3156,Volkswagen,2011,89990,6434.01
3157,Ford,2012,90900,6435.0
3158,Skoda,2012,144120,6435.0
3159,Opel,2012,54500,6435.0
3160,Volkswagen,2012,193000,6489.45
3161,Fiat,2012,114081,6534.0
3162,Skoda,2012,108500,6553.8
3163,Skoda,2012,142000,6633.0
3164,Ford,2012,98000,6633.0
3165,Peugeot,2012,157000,6633.0
3166,Volkswagen,2012,200000,6732.0
3167,smart,2012,38500,6781.5
3168,SEAT,2012,76307,6811.2
3169,Mazda,2012,49633,6816.15
3170,BMW,2012,316297,6831.0
3171,Opel,2012,189500,6831.0
3172,Opel,2012,98604,6831.0
3173,Volkswagen,2012,198000,6831.0
3174,Volkswagen,2012,198050,6831.0
3175,Honda,2012,112138,6831.0
3176,Fiat,2012,69370,6870.6
3177,Volvo,2013,167000,7425.0
3178,Opel,2013,53000,7524.0
3179,Ford,2013,41000,7573.5
3180,Ford,2013,87000,7603.2
3181,Opel,2013,122542,7613.1
3182,Nissan,2013,139236,7692.3
3183,Skoda,2013,229800,7722.0
3184,Ford,2013,180000,7771.5
3185,SEAT,2013,88702,7811.1
3186,Citroen,2013,97000,7821.0
3187,Dacia,2013,23688,7860.6
3188,MINI,2013,77714,7869.51
3189,Mitsubishi,2013,138516,7870.5
3190,Volkswagen,2013,75339,7890.3
3191,Volkswagen,2013,80852,7890.3
3192,Ford,2013,19498,7895.25
3193,Volkswagen,2013,166000,7900.2
3194,Volkswagen,2013,91002,7910.1
3195,Citroen,2013,77500,7910.1
3196,Volkswagen,2013,111800,7910.1
3197,Opel,2014,100000,7623.0
3198,Hyundai,2014,38538,7712.1
3199,Ford,2014,126000,7721.01
3200,Opel,2014,44000,7722.0
3201,Volkswagen,2014,137000,7811.1
3202,Mazda,2014,39700,7821.0
3203,Fiat,2014,64000,7821.0
3204,BMW,2014,173000,7821.0
3205,Nissan,2014,75489,7821.0
3206,Opel,2014,47200,7821.0
3207,Ford,2014,150000,7821.0
3208,Fiat,2014,66667,7860.6
3209,Citroen,2014,120258,7900.2
3210,Opel,2014,99852,7905.15
3211,Renault,2014,83660,7910.1
3212,Volkswagen,2014,94500,7910.1
3213,Skoda,2014,197025,7910.1
3214,Citroen,2014,73688,7910.1
3215,Honda,2014,74950,7910.1
3216,Citroen,2014,84104,7910.1
3217,Volkswagen,2015,93347,7900.2
3218,Nissan,2015,117000,7900.2
3219,Volkswagen,2015,80000,7905.15
3220,Renault,2015,37985,7908.12
3221,Opel,2015,91980,7909.11
3222,Volkswagen,2015,122016,7910.1
3223,Fiat,2015,64990,7910.1
3224,Ford,2015,150515,7910.1
3225,Hyundai,2015,94133,7910.1
3226,Ford,2015,50397,7910.1
3227,Ford,2015,63000,7910.1
3228,Renault,2015,105260,7910.1
3229,Opel,2015,48000,7910.1
3230,Opel,2015,77249,7910.1
3231,Fiat,2015,57000,7910.1
3232,Fiat,2015,45351,7910.1
3233,Mercedes-Benz,2015,88973,7910.1
3234,Ford,2015,124737,7915.05
3235,Suzuki,2015,31500,7919.01
3236,smart,2015,40000,7919.01
3237,Skoda,2016,110999,6483.51
3238,SEAT,2016,98300,6623.1
3239,SEAT,2016,73000,6780.51
3240,Peugeot,2016,65662,6816.15
3241,Renault,2016,58390,6819.12
3242,Volkswagen,2016,94500,6831.0
3243,Renault,2016,35833,6831.0
3244,Skoda,2016,69000,6831.0
3245,Mercedes-Benz,2016,477000,6831.0
3246,Volkswagen,2016,79000,6831.0
3247,Hyundai,2016,60953,6880.5
3248,Ford,2016,40700,6910.2
3249,Opel,2016,55584,6920.1
3250,Opel,2016,89000,6920.1
3251,Kia,2016,47616,6920.1
3252,Lada,2016,58155,6920.1
3253,Skoda,2016,19800,6920.1
3254,Opel,2016,37938,6920.1
3255,Opel,2016,70206,6920.1
3256,Volkswagen,2016,39997,6920.1
3257,Jeep,2017,37219,20780.1
3258,Ford,2017,51308,24650.01
3259,SEAT,2017,59000,24749.01
3260,Ford,2017,54605,28700.1
3261,Ford,2017,15940,36135.0
3262,Jeep,2017,8445,38600.1
3263,Volkswagen,2017,47700,51361.2
3264,Porsche,2017,26800,68339.7
3265,Volkswagen,2017,62000,5394.51
3266,Dacia,2017,149000,5435.1
3267,Volkswagen,2017,42590,5742.0
3268,Citroen,2017,351000,5841.0
3269,Peugeot,2017,47800,5890.5
3270,Volkswagen,2017,46260,5930.1
3271,Kia,2017,57000,5939.01
3272,smart,2017,105000,5939.01
3273,Hyundai,2017,43000,5940.0
3274,Citroen,2017,65385,6039.0
3275,Volkswagen,2017,25800,6227.1
3276,Volkswagen,2017,55750,6227.1
3277,Porsche,2018,59000,72022.5
3278,Porsche,2018,38614,92416.5
3279,Porsche,2018,38614,92416.5
3280,Dacia,2018,69000,7424.01
3281,Volkswagen,2018,46545,7622.01
3282,Fiat,2018,67200,7870.5
3283,Renault,2018,5675,7910.1
3284,smart,2018,70000,8415.0
3285,Ford,2018,51800,8705.07
3286,Opel,2018,78400,9355.5
3287,Kia,2018,41225,9702.0
3288,smart,2018,46250,10196.01
3289,smart,2018,45590,10295.01
3290,Volkswagen,2018,10100,10385.1
3291,smart,2018,13990,10385.1
3292,smart,2018,22800,10790.01
3293,Hyundai,2018,5734,11870.1
3294,Kia,2018,25200,12622.5
3295,smart,2018,15800,13166.01
3296,BMW,2018,52509,13315.5
3297,Volkswagen,2019,18480,35541.0
3298,Volvo,2019,16622,35639.01
3299,Audi,2019,8400,36125.1
3300,BMW,2019,23722,37565.55
3301,Mercedes-Benz,2019,42000,37570.5
3302,Volkswagen,2019,19140,37610.1
3303,Skoda,2019,17762,38065.5
3304,Mercedes-Benz,2019,24000,38560.5
3305,Mercedes-Benz,2019,20562,39293.1
3306,Volkswagen,2019,16703,39451.5
3307,Volkswagen,2019,7800,39550.5
3308,Mercedes-Benz,2019,14499,40981.05
3309,Volkswagen,2019,59772,42025.5
3310,BMW,2019,23092,44451.0
3311,Volvo,2019,56760,44451.0
3312,Audi,2019,12600,46431.0
3313,BMW,2019,1500,47470.5
3314,Mercedes-Benz,2019,36424,53360.01
3315,Tesla,2019,8900,54438.12
3316,Audi,2020,28293,35442.0
3317,Skoda,2020,5800,35529.12
3318,Audi,2020,29408,36125.1
3319,BMW,2020,8207,36135.0
3320,Mercedes-Benz,2020,24042,36154.8
3321,Cupra,2020,43022,36531.0
3322,Volkswagen,2020,20684,36620.1
3323,Volkswagen,2020,6500,36620.1
3324,Volkswagen,2020,11500,37372.5
3325,Volkswagen,2020,4950,37511.1
3326,Mercedes-Benz,2020,24661,37540.8
3327,Volkswagen,2020,4990,37619.01
3328,Skoda,2020,8000,38499.12
3329,Skoda,2020,15990,38939.67
3330,Mercedes-Benz,2020,16002,39225.78
3331,Audi,2020,2642,39501.0
3332,Volvo,2020,3500,40085.1
3333,BMW,2020,9300,40095.0
3334,Mercedes-Benz,2020,8269,40580.1
3335,Citroen,2021,10,11678.039999999999
3336,Citroen,2021,500,11678.039999999999
3337,Opel,2021,10,11758.23
3338,Hyundai,2021,10,11771.1
3339,Hyundai,2021,7,11870.1
3340,Hyundai,2021,7,11870.1
3341,Hyundai,2021,25,11870.1
3342,Fiat,2021,25,11870.1
3343,Skoda,2021,100,11870.1
3344,Citroen,2021,3500,11875.05
3345,Renault,2021,1150,12058.2
3346,Renault,2021,100,12157.2
3347,Renault,2021,100,12157.2
3348,Kia,2021,5,12266.1
3349,Kia,2021,5,12266.1
3350,Kia,2021,5,12266.1
3351,Kia,2021,5,12266.1
3352,Kia,2021,25,12266.1
3353,Citroen,2021,10,12272.039999999999
3354,Dacia,2021,20,12355.2
3355,BMW,2011,70000,7524.0
3356,Toyota,2011,66600,7559.64
3357,Audi,2011,160000,7573.5
3358,Opel,2011,69999,7722.0
3359,Volkswagen,2011,152000,7722.0
3360,BMW,2011,170000,7722.0
3361,Volkswagen,2011,174342,7771.5
3362,Volkswagen,2011,95000,7791.3
3363,Volkswagen,2011,164000,7821.0
3364,BMW,2011,73774,7821.0
3365,Mazda,2011,130100,7870.5
3366,Volkswagen,2011,254000,7870.5
3367,Ford,2011,108700,7880.4
3368,BMW,2011,131450,7910.1
3369,Toyota,2011,93709,7910.1
3370,Chevrolet,2011,93194,7910.1
3371,BMW,2011,215000,7919.01
3372,Opel,2011,23012,7919.01
3373,Skoda,2011,96000,7919.01
3374,Volkswagen,2011,88000,7919.01
3375,Volkswagen,2012,124000,8811.0
3376,Toyota,2012,101000,8890.2
3377,Audi,2012,133500,8900.1
3378,Toyota,2012,134835,8900.1
3379,Mitsubishi,2012,142000,8910.0
3380,BMW,2012,107000,8910.0
3381,MINI,2012,89500,8910.0
3382,Mercedes-Benz,2012,140000,8910.0
3383,Skoda,2012,128000,8999.1
3384,Mazda,2012,105000,9009.0
3385,Volkswagen,2012,79800,9108.0
3386,Hyundai,2012,131630,9108.0
3387,Ford,2012,165300,9108.0
3388,Toyota,2012,38400,9207.0
3389,Nissan,2012,115500,9306.0
3390,Ford,2012,72072,9395.1
3391,Volkswagen,2012,180000,9405.0
3392,MINI,2012,142200,9494.1
3393,Honda,2013,124000,9801.0
3394,BMW,2013,199900,9801.0
3395,BMW,2013,107300,9801.0
3396,Mercedes-Benz,2013,117000,9850.5
3397,Volkswagen,2013,72950,9880.2
3398,Mercedes-Benz,2013,119000,9880.2
3399,BMW,2013,124702,9887.13
3400,BMW,2013,69000,9889.11
3401,Volkswagen,2013,155000,9890.1
3402,Nissan,2013,123000,9890.1
3403,Toyota,2013,91000,9890.1
3404,Volkswagen,2013,113960,9895.05
3405,Volkswagen,2013,149000,9899.01
3406,Fiat,2013,115181,9899.01
3407,Audi,2013,195450,9899.01
3408,Chrysler,2013,145000,9899.01
3409,SEAT,2013,155000,9900.0
3410,Volkswagen,2013,184944,9900.0
3411,Jaguar,2013,193830,9900.0
3412,Skoda,2013,133000,9900.0
3413,Ford,2014,200077,9890.1
3414,Ford,2014,175700,9890.1
3415,Mercedes-Benz,2014,161542,9890.1
3416,Opel,2014,75500,9892.08
3417,Volkswagen,2014,149768,9899.01
3418,Ford,2014,34000,9899.01
3419,Citroen,2014,85600,9899.01
3420,Volkswagen,2014,121000,9899.01
3421,Volkswagen,2014,163000,9900.0
3422,Ford,2014,121000,10187.1
3423,Mazda,2014,203000,10197.0
3424,Ford,2014,121199,10286.1
3425,Volkswagen,2014,150248,10296.0
3426,MINI,2014,76300,10296.0
3427,Volkswagen,2014,117974,10365.3
3428,Ford,2014,86300,10375.2
3429,Volkswagen,2014,156367,10385.1
3430,Toyota,2014,67988,10385.1
3431,Ford,2014,179666,10395.0
3432,BMW,2014,178000,10395.0
3433,Volkswagen,2015,103800,11137.5
3434,Hyundai,2015,90810,11137.5
3435,Mercedes-Benz,2015,177700,11167.2
3436,BMW,2015,123000,11177.1
3437,Opel,2015,94765,11187.0
3438,Hyundai,2015,61300,11187.0
3439,Mercedes-Benz,2015,167925,11191.95
3440,Opel,2015,41800,11276.1
3441,Volkswagen,2015,37310,11286.0
3442,Hyundai,2015,76000,11335.5
3443,Mazda,2015,113787,11375.1
3444,BMW,2015,191999,11385.0
3445,Audi,2015,168000,11385.0
3446,Opel,2015,98400,11464.2
3447,Volkswagen,2015,162740,11484.0
3448,Volvo,2015,96000,11549.34
3449,Nissan,2015,90854,11583.0
3450,Opel,2015,33700,11632.5
3451,SEAT,2015,85900,11681.01
3452,Kia,2015,135000,11682.0
3453,Opel,2016,97100,9880.2
3454,Fiat,2016,64000,9890.1
3455,Fiat,2016,29000,9895.05
3456,Renault,2016,95000,9899.01
3457,Opel,2016,186000,9899.01
3458,Opel,2016,43250,9899.01
3459,Kia,2016,55600,9900.0
3460,Volkswagen,2016,161400,9900.0
3461,Renault,2016,65221,9900.0
3462,Mazda,2016,17500,9900.0
3463,BMW,2016,149889,10013.85
3464,Citroen,2016,219000,10098.0
3465,Peugeot,2016,99000,10187.1
3466,Volkswagen,2016,93980,10197.0
3467,Ford,2016,20597,10296.0
3468,Opel,2016,154920,10296.0
3469,Mitsubishi,2016,37766,10296.0
