,price,brand,year,mileage
796,9200,chevrolet,2017,52865.304
797,8200,chevrolet,2017,161406.835
798,11400,chevrolet,2013,147445.542
799,6500,chevrolet,2015,133825.357
800,11500,chevrolet,2014,151818.804
801,23800,chevrolet,2015,138039.328
802,8900,chevrolet,2014,207670.412
803,28300,chevrolet,2019,44512.985
804,27300,chevrolet,2019,40912.043
805,3500,chevrolet,2013,125820.582
806,28300,chevrolet,2020,22342.574
807,18300,chevrolet,2019,55571.642
808,22500,dodge,2018,33105.175
809,22500,dodge,2018,41875.834
810,8300,dodge,2012,159315.135
811,16500,dodge,2019,43969.143
812,14500,dodge,2019,48638.461
813,30000,dodge,2019,69660.046
814,30000,dodge,2019,87383.181
815,30000,dodge,2019,84990.598
816,30000,dodge,2019,73296.386
817,30000,dodge,2019,60398.642
818,29500,dodge,2019,56561.176999999996
819,21600,dodge,2019,38266.847
820,22600,dodge,2019,49491.231
821,16300,dodge,2019,62625.498
822,8600,dodge,2012,266830.124
823,28800,dodge,2019,30949.114999999998
824,22100,dodge,2019,15197.005
825,14300,dodge,2018,30834.876
826,13700,dodge,2018,87056.554
827,29500,dodge,2017,51570.059
828,18500,dodge,2017,23925.829999999998
829,19000,dodge,2016,51961.046
830,43400,dodge,2015,11665.25
831,46000,dodge,2015,16323.305
832,12500,dodge,2018,96417.716
833,13900,dodge,2017,34278.136
834,13000,dodge,2018,83795.111
835,13000,dodge,2018,88430.64
836,3000,dodge,2013,128879.291
837,17500,dodge,2019,38595.083
838,7900,dodge,2017,135387.696
839,8900,dodge,2014,137793.151
840,11500,dodge,2018,80760.537
841,6500,dodge,2017,119696.728
842,8000,dodge,2017,122472.253
843,18700,dodge,2018,58500.022
844,8350,dodge,2017,145912.165
845,27900,dodge,2017,87112.869
846,14500,dodge,2016,132324.16
847,6200,dodge,2016,106462.703
848,7500,dodge,2012,232049.98
849,20200,dodge,2019,39777.698
850,29300,dodge,2019,66287.582
851,31000,dodge,2019,42401.977
852,32400,dodge,2019,45502.52
853,5800,dodge,2012,209363.08
854,21500,dodge,2019,24682.06
855,23100,dodge,2018,19734.385
856,4500,dodge,2014,152649.048
857,24800,dodge,2018,28875.114
858,23000,dodge,2018,43436.564
859,26900,dodge,2019,9291.975
860,21500,dodge,2018,10857.532
861,15700,dodge,2018,61347.952
862,15200,dodge,2018,66992.324
863,23300,dodge,2018,8622.631
864,6100,dodge,2015,113106.264
865,20000,dodge,2017,18255.714
866,53000,dodge,2017,11930.735
867,3000,dodge,2013,173117.137
868,18200,dodge,2016,81478.151
869,21800,dodge,2019,10506.77
870,52000,dodge,2016,28048.088
871,19000,dodge,2019,31594.324
872,25000,dodge,2016,67172.532
873,36000,dodge,2016,21177.658
874,17000,dodge,2019,52995.633
875,25300,dodge,2015,37159.855
876,14900,dodge,2017,55401.087999999996
877,15000,dodge,2017,77492.658
878,12995,dodge,2014,109910.79
879,17750,dodge,2014,77232.0
880,10295,dodge,2014,170492.858
881,16995,dodge,2014,155389.175
882,25000,dodge,2014,21301.551
883,23995,dodge,2014,40118.806
884,14900,dodge,2014,75396.131
885,15810,dodge,2014,71549.012
886,20227,dodge,2014,100128.06999999999
887,20999,dodge,2014,59664.938
888,22499,dodge,2014,38558.076
889,23495,dodge,2014,18027.236
890,25250,dodge,2014,12241.271999999999
891,15322,dodge,2014,80421.038
892,21232,dodge,2019,7964.55
893,5800,dodge,2013,179609.452
894,29000,dodge,2012,25626.543
895,17000,dodge,2018,58405.091
896,13800,dodge,2018,45806.621
897,30000,dodge,2019,46799.373999999996
898,14800,dodge,2017,57909.519
899,8500,dodge,2017,100118.416
900,9800,dodge,2013,139178.5
901,4200,dodge,2014,232862.525
902,2500,dodge,2013,262685.34
903,28700,dodge,2018,31594.324
904,18500,dodge,2018,55143.648
905,17300,dodge,2018,69040.581
906,7100,dodge,2016,89700.141
907,3250,dodge,2015,143429.478
908,30700,dodge,2017,32707.752
909,3000,dodge,2012,240275.188
910,26500,dodge,2019,45938.559
911,20800,dodge,2019,56472.682
912,20800,dodge,2019,56902.284999999996
913,5100,dodge,2015,142232.382
914,18900,dodge,2019,44982.813
915,24000,dodge,2019,48529.049
916,38800,dodge,2015,42303.828
917,24500,dodge,2019,41480.02
918,24500,dodge,2019,40276.488
919,6500,dodge,2016,116247.03199999999
920,24000,dodge,2019,49283.67
921,18000,dodge,2014,138575.125
922,24000,dodge,2019,48926.472
923,23500,dodge,2019,57027.787
924,4500,dodge,2014,153461.593
925,25900,dodge,2019,52652.916
926,13900,dodge,2019,72548.201
927,14200,dodge,2019,57840.332
928,15400,dodge,2019,66936.009
929,17500,dodge,2019,42429.33
930,17500,dodge,2019,29398.039
931,18000,dodge,2019,15246.884
932,25200,dodge,2012,130166.491
933,14100,dodge,2018,92346.946
934,13300,dodge,2018,67883.71
935,16200,dodge,2019,36348.919
936,13300,dodge,2018,78327.72899999999
937,13100,dodge,2018,68577.189
938,15500,dodge,2017,44667.449
939,4500,dodge,2013,173398.712
940,28400,dodge,2019,23097.195
941,17400,dodge,2019,15232.403
942,6000,dodge,2014,197644.733
943,20700,dodge,2019,29465.617
944,20300,dodge,2019,31385.154
945,14000,dodge,2018,23732.75
946,22000,dodge,2019,18149.52
947,17200,dodge,2019,22435.896
948,15000,dodge,2016,43317.498
949,17500,dodge,2019,20418.21
950,1300,dodge,2013,385873.598
951,1750,dodge,2014,120634.775
952,16300,dodge,2019,45517.001
953,15700,dodge,2019,61207.969
954,10000,dodge,2017,84289.074
955,23100,dodge,2019,55335.119
956,14900,dodge,2019,63579.635
957,16700,dodge,2019,35517.066
958,16300,dodge,2019,46310.238
959,25800,dodge,2019,48418.028
960,23800,dodge,2019,42546.787
961,16800,dodge,2019,46630.429
962,15500,dodge,2019,52879.784999999996
963,6000,dodge,2014,188668.122
964,26900,dodge,2019,26382.773
965,16900,dodge,2019,26027.184
966,19500,dodge,2019,1755.419
967,15400,dodge,2019,28112.448
968,2300,dodge,2012,199326.138
969,17000,dodge,2019,16638.668999999998
970,34000,dodge,2019,31689.255
971,13700,dodge,2017,82124.969
972,19100,dodge,2018,36437.414
973,11800,dodge,2018,29184.042
974,27500,dodge,2019,38595.083
975,26900,dodge,2019,27610.44
976,27100,dodge,2019,43328.761
977,27200,dodge,2019,41536.335
978,9000,dodge,2017,131925.128
979,22500,dodge,2019,8045.0
980,7700,dodge,2015,100856.947
981,4500,dodge,2013,172523.416
982,2200,dodge,2013,297512.145
983,21500,dodge,2019,56561.176999999996
984,18800,dodge,2019,42596.666
985,21800,dodge,2019,49787.287
986,20300,dodge,2019,27600.786
987,8200,dodge,2016,128135.933
988,19000,dodge,2019,19505.907
989,8400,dodge,2016,173485.598
990,19500,dodge,2019,16445.589
991,7000,dodge,2015,153302.302
992,19500,dodge,2019,21652.313
993,8500,dodge,2014,112527.024
994,20500,dodge,2019,21753.68
995,4900,dodge,2014,155947.498
996,20800,dodge,2014,116803.746
997,28500,dodge,2019,28794.664
998,21900,dodge,2019,17840.592
999,15800,dodge,2019,47573.303
1000,33000,dodge,2019,25188.895
1001,22700,dodge,2019,42522.652
1002,21900,dodge,2019,46665.827
1003,19300,dodge,2019,51856.461
1004,30700,dodge,2019,42643.327
1005,19300,dodge,2019,24852.614
1006,13750,dodge,2014,206846.604
1007,16400,dodge,2019,37600.721
1008,19500,dodge,2019,14106.103
1009,15100,dodge,2019,77745.271
1010,28500,dodge,2019,24577.475
1011,15300,dodge,2019,54426.034
1012,20300,dodge,2019,26836.511
1013,22000,dodge,2019,42130.056
1014,16700,dodge,2019,34115.627
1015,19300,dodge,2019,28752.829999999998
1016,34100,dodge,2019,28815.581
1017,14600,dodge,2019,66171.734
1018,18200,dodge,2019,22683.682
1019,33800,dodge,2019,24139.827
1020,15900,dodge,2019,46829.945
1021,16500,dodge,2019,55983.546
1022,29600,dodge,2019,32234.706
1023,14100,dodge,2019,75529.678
1024,18200,dodge,2019,23737.577
1025,18200,dodge,2019,23103.631
1026,24300,dodge,2019,56189.498
1027,15400,dodge,2019,33698.896
1028,19000,dodge,2019,15892.093
1029,19000,dodge,2019,14398.941
1030,27800,dodge,2017,21925.843
1031,18200,dodge,2019,29430.219
1032,15000,dodge,2018,61188.661
1033,19200,dodge,2017,52442.137
1034,15500,dodge,2018,60099.368
1035,24900,dodge,2017,37055.27
1036,15500,dodge,2018,49349.639
1037,7600,dodge,2012,127986.296
1038,18400,dodge,2017,24178.443
1039,14700,dodge,2018,46846.034999999996
1040,3900,dodge,2015,150608.836
1041,5200,dodge,2015,161226.627
1042,17200,dodge,2019,56960.209
1043,18700,dodge,2019,32628.911
1044,32000,dodge,2019,41978.81
1045,14500,dodge,2015,173649.716
1046,19400,dodge,2019,23983.754
1047,17300,dodge,2019,55360.863
1048,16700,dodge,2019,29040.841
1049,19100,dodge,2019,29174.388
1050,11100,dodge,2013,175664.184
1051,32000,dodge,2019,40958.704
1052,16900,dodge,2019,61745.375
1053,18000,dodge,2017,64025.328
1054,17800,dodge,2019,48918.426999999996
1055,18000,dodge,2019,45457.468
1056,17500,dodge,2019,51333.536
1057,14500,dodge,2018,39156.623999999996
1058,18500,dodge,2019,38553.248999999996
1059,18600,dodge,2019,36876.671
1060,32000,dodge,2019,36786.567
1061,17000,dodge,2019,62456.553
1062,16000,dodge,2019,78606.086
1063,18000,dodge,2019,43906.392
1064,15900,dodge,2020,8501.956
1065,6200,dodge,2016,160880.692
1066,3700,dodge,2013,135331.381
1067,24000,dodge,2012,142459.251
1068,20800,dodge,2013,54286.051
1069,18500,dodge,2012,162536.353
1070,18300,dodge,2019,22374.754
1071,21000,dodge,2019,33147.009
1072,1300,dodge,2013,218117.649
1073,11900,dodge,2019,37684.389
1074,950,dodge,2012,233584.966
1075,26800,dodge,2019,34286.181
1076,800,dodge,2012,350079.784
1077,21000,dodge,2019,16653.15
1078,1900,dodge,2012,253636.324
1079,33500,dodge,2019,13845.445
1080,900,dodge,2013,224301.036
1081,21000,dodge,2019,16363.53
1082,26800,dodge,2019,35835.648
1083,5700,dodge,2016,163966.754
1084,18500,dodge,2019,43473.570999999996
1085,33000,dodge,2019,17586.37
1086,11000,dodge,2019,118345.168
1087,15800,dodge,2019,59705.163
1088,3600,dodge,2013,199913.423
1089,16300,dodge,2019,59521.737
1090,2700,dodge,2015,108016.997
1091,12800,dodge,2019,54030.22
1092,9700,dodge,2015,151471.26
1093,18300,dodge,2019,16809.222999999998
1094,16000,dodge,2019,16458.461
1095,21000,dodge,2019,10086.821
1096,3700,dodge,2014,158806.691
1097,33000,dodge,2019,17105.279
1098,14700,dodge,2019,71409.029
1099,33000,dodge,2019,22461.64
1100,15900,dodge,2019,22608.059
1101,33000,dodge,2019,33467.2
1102,33000,dodge,2019,14276.657
1103,32500,dodge,2019,24942.718
1104,33000,dodge,2019,15557.421
1105,13000,dodge,2018,81854.657
1106,33000,dodge,2019,22714.253
1107,16500,dodge,2019,75333.38
1108,33000,dodge,2019,11660.423
1109,34500,dodge,2017,65954.519
1110,33500,dodge,2019,14518.007
1111,48000,dodge,2018,12947.623
1112,54500,dodge,2019,6381.294
1113,13200,dodge,2018,65991.526
1114,31500,dodge,2018,33639.363
1115,17400,dodge,2017,144480.155
1116,26000,dodge,2017,91967.222
1117,1700,dodge,2013,203889.262
1118,11000,dodge,2013,135117.384
1119,21000,dodge,2018,20199.386
1120,5500,dodge,2015,97677.563
1121,7500,dodge,2014,64536.99
1122,15800,dodge,2019,45113.142
1123,16900,dodge,2019,42868.587
1124,25000,dodge,2019,58128.343
1125,18000,dodge,2019,32152.647
1126,15600,dodge,2019,48150.934
1127,23800,dodge,2019,59130.75
1128,16800,dodge,2019,43945.008
1129,22700,dodge,2019,79766.175
1130,23300,dodge,2019,48718.911
1131,23500,dodge,2019,41552.425
1132,25500,dodge,2019,52250.666
1133,21800,dodge,2019,49211.265
1134,22800,dodge,2019,58250.627
1135,18200,dodge,2019,47629.618
1136,23500,dodge,2019,46160.601
1137,25700,dodge,2019,50598.223
1138,15700,dodge,2019,62989.132
1139,17500,dodge,2018,53893.455
1140,15700,dodge,2019,56755.866
1141,16500,dodge,2018,78430.705
1142,16100,dodge,2019,50356.873
1143,15600,dodge,2019,62340.705
1144,15400,dodge,2019,60665.736
1145,28200,dodge,2017,43539.54
1146,15300,dodge,2019,64363.218
1147,15900,dodge,2019,56202.37
1148,17700,dodge,2016,36786.567
1149,15800,dodge,2019,59333.484
1150,15900,dodge,2019,55130.776
1151,25300,dodge,2019,28181.635
1152,16300,dodge,2019,43557.239
1153,29500,dodge,2019,23581.504
1154,14500,dodge,2019,57364.068
1155,15400,dodge,2019,48358.495
1156,15400,dodge,2019,69328.592
1157,15100,dodge,2019,54128.369
1158,15000,dodge,2019,55988.373
1159,15500,dodge,2019,70704.287
1160,15000,dodge,2019,57512.096
1161,15200,dodge,2019,50751.078
1162,15700,dodge,2019,43280.491
1163,16100,dodge,2019,48245.865
1164,16300,dodge,2018,59547.481
1165,16000,dodge,2019,49446.179
1166,16900,dodge,2019,48369.758
1167,17000,dodge,2019,45526.655
1168,17300,dodge,2019,41084.206
1169,15900,dodge,2019,47813.044
1170,15700,dodge,2019,55179.046
1171,16900,dodge,2019,44477.587
1172,15500,dodge,2019,57145.244
1173,15100,dodge,2019,65444.466
1174,15500,dodge,2019,52282.846
1175,15400,dodge,2019,56390.623
1176,16500,dodge,2019,52932.882
1177,42500,dodge,2015,22107.66
1178,16600,dodge,2019,37219.388
1179,15200,dodge,2019,59812.966
1180,15800,dodge,2019,54743.007
1181,16900,dodge,2019,48303.789
1182,11100,dodge,2017,82813.621
1183,15600,dodge,2019,50260.333
1184,16900,dodge,2019,48569.274
1185,15300,dodge,2019,67507.204
1186,16600,dodge,2019,49439.743
1187,21800,dodge,2017,62680.204
1188,36500,dodge,2018,35455.924
1189,26300,dodge,2019,42577.358
1190,20900,dodge,2019,37237.087
1191,20100,dodge,2019,27900.06
1192,26700,dodge,2019,47866.140999999996
1193,23900,dodge,2019,56714.032
1194,14500,dodge,2018,65030.953
1195,23000,dodge,2017,48767.181
1196,15000,dodge,2018,68065.527
1197,15000,dodge,2018,56839.534
1198,28500,ford,2017,148188.9
1199,28000,ford,2017,159894.375
1200,9000,ford,2017,116520.562
1201,28700,ford,2015,47840.397
1202,25000,ford,2017,192177.351
1203,17347,ford,2015,87523.164
1204,13800,ford,2016,147394.054
1205,25888,ford,2015,4516.463
1206,8500,ford,2017,126691.05099999999
1207,21289,ford,2015,115775.595
1208,17999,ford,2015,77991.448
1209,2700,ford,2012,158438.23
1210,30977,ford,2015,46559.633
1211,13799,ford,2015,134662.037
1212,20500,ford,2014,146238.792
1213,8500,ford,2012,349059.678
1214,9900,ford,2015,331125.764
1215,65500,ford,2019,10458.5
1216,24500,ford,2018,64268.287
1217,32500,ford,2020,9525.28
1218,9200,ford,2018,115008.102
1219,17700,ford,2017,192307.68
1220,18300,ford,2020,17509.138
1221,43500,ford,2019,46677.09
1222,15200,ford,2016,111025.827
1223,36200,ford,2019,26077.063
1224,21900,ford,2018,47864.532
1225,20700,ford,2019,41161.438
1226,12300,ford,2019,39452.68
1227,4200,ford,2016,167952.247
1228,19500,ford,2019,54969.876
1229,14300,ford,2020,11222.775
1230,13700,ford,2016,108044.35
1231,13200,ford,2015,162219.38
1232,6200,ford,2014,228938.174
1233,6500,ford,2015,96564.135
1234,1500,ford,2013,203347.029
1235,2200,ford,2013,207163.577
1236,4200,ford,2013,0.0
1237,8700,ford,2013,103938.182
1238,3200,ford,2012,179454.988
1239,9000,ford,2012,240297.714
1240,20000,ford,2018,70099.303
1241,33000,ford,2017,57930.436
1242,23300,ford,2019,17594.415
1243,8750,ford,2017,242128.756
1244,11975,ford,2012,196320.526
1245,23600,ford,2019,31155.067
1246,12000,ford,2016,69029.318
1247,30900,ford,2018,645.209
1248,23900,ford,2019,17822.893
1249,40400,ford,2018,54866.9
1250,38000,ford,2019,48298.962
1251,27000,ford,2019,29410.911
1252,24000,ford,2019,11863.157
1253,30000,ford,2019,4167.31
1254,16200,ford,2019,67034.158
1255,30000,ford,2019,24165.571
1256,23900,ford,2019,15156.78
1257,13800,ford,2018,67359.17599999999
1258,23700,ford,2019,27077.861
1259,24300,ford,2018,10120.61
1260,54900,ford,2019,23158.337
1261,22500,ford,2018,23489.791
1262,39000,ford,2018,41574.951
1263,13900,ford,2018,97690.435
1264,24700,ford,2018,37570.15
1265,20100,ford,2018,100379.074
1266,22000,ford,2018,10053.032
1267,38200,ford,2019,1412.702
1268,24400,ford,2018,79983.39
1269,35000,ford,2018,3285.578
1270,18600,ford,2019,12456.878
1271,22700,ford,2018,63930.397
1272,38000,ford,2018,54224.909
1273,17000,ford,2014,108675.078
1274,17500,ford,2017,56467.854999999996
1275,23200,ford,2019,13921.068
1276,30700,ford,2017,82231.163
1277,23500,ford,2019,24114.083
1278,26400,ford,2017,45457.468
1279,23500,ford,2019,25758.481
1280,38000,ford,2017,77016.394
1281,23600,ford,2019,17705.436
1282,19300,ford,2017,69018.055
1283,23200,ford,2019,15269.41
1284,13800,ford,2017,62794.443
1285,23600,ford,2019,21666.793999999998
1286,23200,ford,2019,14057.833
1287,40000,ford,2017,38551.64
1288,23400,ford,2019,8949.258
1289,23600,ford,2019,22144.667
1290,23000,ford,2019,16804.396
1291,25500,ford,2017,67088.864
1292,23500,ford,2019,25401.283
1293,29900,ford,2017,14749.703
1294,23200,ford,2019,28223.469
1295,50500,ford,2017,39719.774
1296,23400,ford,2019,24472.89
1297,24500,ford,2017,87853.009
1298,49000,ford,2017,3547.845
1299,25400,ford,2017,57426.818999999996
1300,23000,ford,2017,52755.892
1301,6000,ford,2012,290377.839
1302,22400,ford,2016,69066.325
1303,22500,ford,2016,60152.465
1304,25200,ford,2019,24802.735
1305,36000,ford,2016,32255.623
1306,26700,ford,2019,27166.356
1307,30500,ford,2016,93219.024
1308,26700,ford,2019,24527.596
1309,25000,ford,2019,31925.778
1310,35200,ford,2016,62477.47
1311,30300,ford,2019,51325.491
1312,25000,ford,2016,111511.745
1313,26500,ford,2016,74171.682
1314,21600,ford,2019,47396.313
1315,18800,ford,2016,49500.885
1316,21500,ford,2019,46815.464
1317,9000,ford,2016,65063.133
1318,16700,ford,2015,111027.436
1319,16800,ford,2015,104873.011
1320,15700,ford,2015,122061.958
1321,16800,ford,2015,109925.271
1322,19500,ford,2015,129289.586
1323,20500,ford,2015,82768.569
1324,17400,ford,2015,114164.986
1325,17500,ford,2014,148832.5
1326,26000,ford,2014,106784.503
1327,56700,ford,2019,22339.356
1328,5000,ford,2013,325927.085
1329,40200,ford,2019,42612.756
1330,54000,ford,2013,1131.127
1331,65200,ford,2019,29184.042
1332,32500,ford,2017,45063.263
1333,25500,ford,2019,18102.859
1334,63000,ford,2019,18728.76
1335,44000,ford,2019,17317.667
1336,70000,ford,2019,15515.587
1337,56200,ford,2019,54593.37
1338,35000,ford,2019,42559.659
1339,57700,ford,2019,33951.509
1340,74000,ford,2019,16952.424
1341,60200,ford,2019,51076.096
1342,60000,ford,2018,29061.757999999998
1343,63000,ford,2018,28868.678
1344,22500,ford,2014,70226.414
1345,8300,ford,2014,115830.30099999999
1346,8300,ford,2012,222569.752
1347,21000,ford,2013,153476.074
1348,19300,ford,2019,38197.659999999996
1349,16400,ford,2019,58026.976
1350,27300,ford,2019,30257.245
1351,26400,ford,2012,243015.315
1352,35100,ford,2019,16249.291
1353,41500,ford,2018,15768.2
1354,34100,ford,2019,16867.147
1355,28600,ford,2019,28228.296
1356,34100,ford,2019,16358.703
1357,28700,ford,2019,18434.313
1358,24700,ford,2019,42783.31
1359,46500,ford,2019,56871.714
1360,29000,ford,2019,20841.377
1361,25500,ford,2019,42949.037
1362,39500,ford,2019,40339.239
1363,33100,ford,2019,53962.642
1364,30500,ford,2019,15953.235
1365,3600,ford,2018,1.609
1366,16800,ford,2019,15945.19
1367,24000,ford,2019,26974.885
1368,58500,ford,2019,7996.73
1369,55000,ford,2017,70738.076
1370,28800,ford,2019,65623.065
1371,26800,ford,2015,175377.782
1372,36000,ford,2018,94248.784
1373,20000,ford,2018,89259.275
1374,46700,ford,2019,57809.761
1375,42800,ford,2019,34865.421
1376,21800,ford,2018,25871.111
1377,18800,ford,2018,66205.523
1378,18800,ford,2018,73688.982
1379,30200,ford,2018,34920.127
1380,27500,ford,2018,35854.956
1381,37500,ford,2018,39528.303
1382,19100,ford,2018,49225.746
1383,17100,ford,2018,84869.923
1384,13500,ford,2018,34741.528
1385,54500,ford,2018,31943.477
1386,9000,ford,2018,40548.409
1387,16400,ford,2020,16654.759
1388,17000,ford,2020,1797.253
1389,24800,ford,2017,59981.911
1390,26800,ford,2017,48451.817
1391,19400,ford,2017,44360.13
1392,20000,ford,2017,72707.492
1393,7000,ford,2012,240886.608
1394,25100,ford,2017,40273.27
1395,2000,ford,2013,170140.487
1396,18200,ford,2020,15866.349
1397,14200,ford,2018,2817.359
1398,56500,ford,2017,49282.061
1399,2000,ford,2016,85088.747
1400,26500,ford,2020,196.298
1401,34300,ford,2019,45911.206
1402,43500,ford,2017,129844.69099999999
1403,3500,ford,2016,117217.259
1404,37200,ford,2019,38741.502
1405,12800,ford,2017,62170.151
1406,15000,ford,2013,236212.463
1407,12500,ford,2017,51280.439
1408,21500,ford,2017,123693.484
1409,17300,ford,2019,45164.63
1410,27000,ford,2017,5131.101
1411,31800,ford,2017,45629.631
1412,13000,ford,2017,69010.01
1413,31800,ford,2017,47188.752
1414,46300,ford,2016,76477.379
1415,6000,ford,2015,92268.105
1416,22800,ford,2016,108681.514
1417,45000,ford,2019,29208.177
1418,49500,ford,2019,28461.601
1419,3000,ford,2012,220708.139
1420,20000,ford,2015,102083.005
1421,25300,ford,2019,42512.998
1422,4000,ford,2015,240254.271
1423,45500,ford,2019,30196.103
1424,9100,ford,2018,61607.001
1425,48000,ford,2019,36942.64
1426,47000,ford,2019,27776.167
1427,49500,ford,2019,27322.429
1428,31200,ford,2019,21010.322
1429,18500,ford,2014,73832.183
1430,15500,ford,2019,34979.659999999996
1431,30500,ford,2019,28490.563
1432,45500,ford,2019,30765.689
1433,31500,ford,2019,30339.304
1434,11000,ford,2013,136365.968
1435,46500,ford,2019,31463.995
1436,31500,ford,2019,26291.06
1437,32000,ford,2018,27742.378
1438,23900,ford,2019,46231.397
1439,31500,ford,2019,25774.571
1440,18500,ford,2016,121608.22
1441,1500,ford,2013,182531.396
1442,46000,ford,2019,30936.243
1443,31500,ford,2019,21935.497
1444,14700,ford,2015,60722.051
1445,2700,ford,2013,166597.469
1446,47500,ford,2019,38731.848
1447,31500,ford,2019,28410.113
1448,8900,ford,2014,124523.728
1449,7000,ford,2019,19195.37
1450,49000,ford,2019,31747.179
1451,31500,ford,2019,25069.829
1452,8900,ford,2014,112921.22899999999
1453,48000,ford,2019,25974.087
1454,50000,ford,2019,28953.954999999998
1455,47300,ford,2019,38496.934
1456,45000,ford,2017,93207.761
1457,49000,ford,2019,33399.622
1458,40200,ford,2019,16135.052
1459,48000,ford,2019,33871.059
1460,5000,ford,2015,219317.963
1461,8200,ford,2013,170360.92
1462,49000,ford,2019,32155.864999999998
1463,4000,ford,2015,165067.31
1464,39000,ford,2019,44427.708
1465,29000,ford,2015,146185.695
1466,46500,ford,2019,32077.024
1467,7805,ford,2015,103772.455
1468,22000,ford,2018,63518.493
1469,18800,ford,2019,41348.082
1470,33000,ford,2015,118823.041
1471,39500,ford,2019,40903.998
1472,16900,ford,2015,77016.394
1473,42500,ford,2019,50258.724
1474,39500,ford,2019,43048.795
1475,25500,ford,2018,79125.793
1476,49500,ford,2019,33385.141
1477,25000,ford,2018,24139.827
1478,40000,ford,2019,19705.423
1479,26000,ford,2018,1.609
1480,29500,ford,2019,17390.072
1481,23000,ford,2019,18122.167
1482,25500,ford,2018,68071.963
1483,44500,ford,2019,28131.756
1484,15600,ford,2019,59703.554
1485,23100,ford,2019,15348.251
1486,37000,ford,2019,3835.8559999999998
1487,14500,ford,2019,33129.31
1488,23000,ford,2019,22358.664
1489,26500,ford,2019,15206.659
1490,18000,ford,2017,50936.113
1491,35700,ford,2019,54556.363
1492,31000,ford,2019,16135.052
1493,2000,ford,2013,282604.76
1494,40400,ford,2019,49508.93
1495,43600,ford,2019,24361.869
1496,22600,ford,2019,29655.479
1497,26000,ford,2019,15452.836
1498,23200,ford,2019,15311.244
1499,29000,ford,2019,15636.262
1500,22800,ford,2019,26558.154
1501,3450,ford,2015,309101.772
1502,31000,ford,2019,17744.052
1503,22900,ford,2019,18202.617
1504,3000,ford,2014,227826.355
1505,28000,ford,2019,20733.574
1506,23200,ford,2019,15375.604
1507,27000,ford,2019,21349.821
1508,22800,ford,2019,26982.93
1509,31500,ford,2019,21763.334
1510,23400,ford,2019,26373.119
1511,28000,ford,2019,18402.133
1512,23400,ford,2019,28904.076
1513,28000,ford,2018,8752.96
1514,24900,ford,2019,20973.315
1515,23500,ford,2019,25356.231
1516,36000,ford,2018,48273.218
1517,28700,ford,2019,21999.857
1518,16000,ford,2018,39388.32
1519,31000,ford,2019,21287.07
1520,16500,ford,2017,221702.501
1521,28500,ford,2019,21747.244
1522,10800,ford,2017,131390.94
1523,28500,ford,2019,18926.667
1524,25000,ford,2017,54971.485
1525,31000,ford,2019,21653.922
1526,7800,ford,2016,168731.003
1527,28500,ford,2019,22532.436
1528,9500,ford,2016,112354.861
1529,28500,ford,2019,21568.645
1530,14500,ford,2016,154706.959
1531,25000,ford,2019,20414.992
1532,14500,ford,2016,187479.071
1533,28500,ford,2019,19726.34
1534,12100,ford,2016,47251.503
1535,29400,ford,2019,30542.038
1536,24700,ford,2019,38286.155
1537,8700,ford,2016,123204.348
1538,29500,ford,2019,25686.076
1539,25800,ford,2019,45240.253
1540,17500,ford,2016,187818.57
1541,23900,ford,2019,33877.495
1542,22900,ford,2019,44720.546
1543,19500,ford,2016,91704.955
1544,29500,ford,2019,26749.625
1545,24500,ford,2019,44551.601
1546,11000,ford,2016,64120.259
1547,22400,ford,2019,51048.743
1548,15700,ford,2019,50821.873999999996
1549,11000,ford,2015,54250.653
1550,28000,ford,2019,29634.561999999998
1551,13500,ford,2019,62771.917
1552,7300,ford,2013,201850.65899999999
1553,25100,ford,2019,34345.714
1554,24100,ford,2019,34030.35
1555,6500,ford,2014,167113.95799999998
1556,10500,ford,2019,35399.609
1557,16900,ford,2019,50298.949
1558,6000,ford,2013,226659.83
1559,28500,ford,2019,23102.022
1560,16200,ford,2019,67050.24799999999
1561,6500,ford,2013,153908.895
1562,24500,ford,2019,31364.237
1563,16500,ford,2019,59462.204
1564,56500,ford,2017,37365.807
1565,10400,ford,2019,21053.765
1566,22800,ford,2018,58123.515999999996
1567,26500,ford,2019,30807.523
1568,23800,ford,2019,40213.737
1569,24700,ford,2018,66173.343
1570,12400,ford,2019,52075.284999999996
1571,16600,ford,2019,44688.366
1572,11200,ford,2015,168988.443
1573,15900,ford,2019,44739.854
1574,7700,ford,2015,87204.582
1575,15100,ford,2019,48561.229
1576,7200,ford,2013,133016.03
1577,15600,ford,2019,58414.745
1578,39700,ford,2019,16854.275
1579,16000,ford,2019,55887.006
1580,7500,ford,2012,300421.217
1581,15500,ford,2017,212629.35
1582,19000,ford,2019,20801.152
1583,5500,ford,2015,187511.251
1584,38700,ford,2018,95814.341
1585,21000,ford,2019,19587.966
1586,28500,ford,2016,154671.561
1587,37200,ford,2018,144502.681
1588,18500,ford,2019,29287.018
1589,15000,ford,2015,206764.54499999998
1590,37700,ford,2017,70034.943
1591,22200,ford,2019,25409.328
1592,39950,ford,2019,14928.302
1593,37600,ford,2017,67457.325
1594,18500,ford,2019,27230.716
1595,10000,ford,2013,192869.221
1596,20500,ford,2019,27771.34
1597,5700,ford,2013,143989.41
